id,func_name,input_text,target_text
2701,human_readable_name,Summarize Python: @property:,"Returns the human readable name of this parameter.  This is the same as the name for options, but the metavar for arguments."
2702,get_default,"Summarize Python: def get_default(self, ctx: Context, call: bool=True) -> t.Any | t.Callable[[], t.Any] | None:","Get the default for the parameter. Tries :meth:`Context.lookup_default` first, then the local default."
2703,consume_value,"Summarize Python: def consume_value(self, ctx: Context, opts: cabc.Mapping[str, t.Any]) -> tuple[t.Any, ParameterSource]:",Returns the parameter value produced by the parser.
2704,type_cast_value,"Summarize Python: def type_cast_value(self, ctx: Context, value: t.Any) -> t.Any:","Convert and validate a value against the parameter's :attr:`type`, :attr:`multiple`, and :attr:`nargs`."
2705,value_is_missing,"Summarize Python: def value_is_missing(self, value: t.Any) -> bool:",A value is considered missing if:.
2706,process_value,"Summarize Python: def process_value(self, ctx: Context, value: t.Any) -> t.Any:",Process the value of this parameter:.
2707,resolve_envvar_value,"Summarize Python: def resolve_envvar_value(self, ctx: Context) -> str | None:",Returns the value found in the environment variable(s) attached to this parameter.
2708,value_from_envvar,"Summarize Python: def value_from_envvar(self, ctx: Context) -> str | cabc.Sequence[str] | None:",Process the raw environment variable string for this parameter.
2709,handle_parse_result,"Summarize Python: def handle_parse_result(self, ctx: Context, opts: cabc.Mapping[str, t.Any], args: list[str]) -> tuple[t.Any, list[str]]:",Process the value produced by the parser from user input.
2710,get_error_hint,"Summarize Python: def get_error_hint(self, ctx: Context) -> str:",Get a stringified version of the param for use in error messages to indicate which param caused the error.
2711,to_info_dict,"Summarize Python: def to_info_dict(self) -> dict[str, t.Any]:",.. versionchanged:: 8.3.0     Returns ``None`` for the :attr:`flag_value` if it was not set.
2712,prompt_for_value,"Summarize Python: def prompt_for_value(self, ctx: Context) -> t.Any:",This is an alternative flow that can be activated in the full value processing if a value does not exist.
2713,resolve_envvar_value,"Summarize Python: def resolve_envvar_value(self, ctx: Context) -> str | None:",":class:`Option` resolves its environment variable the same way as :func:`Parameter.resolve_envvar_value`, but it also supports :attr:`Context.auto_envvar_prefix`."
2714,value_from_envvar,"Summarize Python: def value_from_envvar(self, ctx: Context) -> t.Any:","For :class:`Option`, this method processes the raw environment variable string the same way as :func:`Parameter.value_from_envvar` does."
2715,consume_value,"Summarize Python: def consume_value(self, ctx: Context, opts: cabc.Mapping[str, Parameter]) -> tuple[t.Any, ParameterSource]:","For :class:`Option`, the value can be collected from an interactive prompt if the option is a flag that needs a value (and the :attr:`prompt` property is set)."
2716,prompt,"Summarize Python: def prompt(text: str, default: t.Any | None=None, hide_input: bool=False, confirmation_prompt: bool | str=False, type: ParamType | t.Any | None=None, value_proc: t.Callable[[str], t.Any] | None=None, prompt_suffix: str=': ', show_default: bool=True, err: bool=False, show_choices: bool=True) -> t.Any:",Prompts a user for input.  This is a convenience function that can be used to prompt a user for input later.
2717,confirm,"Summarize Python: def confirm(text: str, default: bool | None=False, abort: bool=False, prompt_suffix: str=': ', show_default: bool=True, err: bool=False) -> bool:",Prompts for confirmation (yes/no question).
2718,echo_via_pager,"Summarize Python: def echo_via_pager(text_or_generator: cabc.Iterable[str] | t.Callable[[], cabc.Iterable[str]] | str, color: bool | None=None) -> None:",This function takes a text and shows it via an environment specific pager on stdout.
2719,progressbar,"Summarize Python: def progressbar(iterable: cabc.Iterable[V] | None=None, length: int | None=None, label: str | None=None, hidden: bool=False, show_eta: bool=True, show_percent: bool | None=None, show_pos: bool=False, item_show_func: t.Callable[[V | None], str | None] | None=None, fill_char: str='#', empty_char: str='-', bar_template: str='%(label)s  [%(bar)s]  %(info)s', info_sep: str='  ', width: int=36, file: t.TextIO | None=None, color: bool | None=None, update_min_steps: int=1) -> ProgressBar[V]:",This function creates an iterable context manager that can be used to iterate over something while showing a progress bar.
2720,clear,Summarize Python: def clear() -> None:,Clears the terminal screen.
2721,style,"Summarize Python: def style(text: t.Any, fg: int | tuple[int, int, int] | str | None=None, bg: int | tuple[int, int, int] | str | None=None, bold: bool | None=None, dim: bool | None=None, underline: bool | None=None, overline: bool | None=None, italic: bool | None=None, blink: bool | None=None, reverse: bool | None=None, strikethrough: bool | None=None, reset: bool=True) -> str:",Styles a text with ANSI styles and returns the new string.
2722,unstyle,Summarize Python: def unstyle(text: str) -> str:,Removes ANSI styling information from a string.  Usually it's not necessary to use this function as Click's echo function will automatically remove styling if necessary.
2723,secho,"Summarize Python: def secho(message: t.Any | None=None, file: t.IO[t.AnyStr] | None=None, nl: bool=True, err: bool=False, color: bool | None=None, **styles: t.Any) -> None:",This function combines :func:`echo` and :func:`style` into one call.  As such the following two calls are the same::.
2724,edit,"Summarize Python: def edit(text: str | bytes | bytearray | None=None, editor: str | None=None, env: cabc.Mapping[str, str] | None=None, require_save: bool=True, extension: str='.txt', filename: str | cabc.Iterable[str] | None=None) -> str | bytes | bytearray | None:",Edits the given text in the defined editor.
2725,launch,"Summarize Python: def launch(url: str, wait: bool=False, locate: bool=False) -> int:",This function launches the given URL (or filename) in the default viewer application for this file type.
2726,getchar,Summarize Python: def getchar(echo: bool=False) -> str:,Fetches a single character from the terminal and returns it.
2727,pause,"Summarize Python: def pause(info: str | None=None, err: bool=False) -> None:",This command stops execution and waits for the user to press any key to continue.
2728,output,Summarize Python: @property:,"The terminal output as unicode string, as the user would see it."
2729,stdout,Summarize Python: @property:,The standard output as unicode string.
2730,stderr,Summarize Python: @property:,The standard error as unicode string.
2731,get_default_prog_name,"Summarize Python: def get_default_prog_name(self, cli: Command) -> str:","Given a command object it will return the default program name for it.  The default is the `name` attribute or ``""root""`` if not set."
2732,make_env,"Summarize Python: def make_env(self, overrides: cabc.Mapping[str, str | None] | None=None) -> cabc.Mapping[str, str | None]:",Returns the environment overrides for invoking a script.
2733,isolation,Summarize Python: @contextlib.contextmanager:,A context manager that sets up the isolation for invoking of a command line tool.
2734,invoke,"Summarize Python: def invoke(self, cli: Command, args: str | cabc.Sequence[str] | None=None, input: str | bytes | t.IO[t.Any] | None=None, env: cabc.Mapping[str, str | None] | None=None, catch_exceptions: bool | None=None, color: bool=False, **extra: t.Any) -> Result:",Invokes a command in an isolated environment.
2735,isolated_filesystem,Summarize Python: @contextlib.contextmanager:,A context manager that creates a temporary directory and changes the current working directory to it.
2736,get_current_context,Summarize Python: def get_current_context(silent: bool=False) -> Context | None:,Returns the current click context.
2737,push_context,Summarize Python: def push_context(ctx: Context) -> None:,Pushes a new context to the current stack.
2738,pop_context,Summarize Python: def pop_context() -> None:,Removes the top level from the stack.
2739,resolve_color_default,Summarize Python: def resolve_color_default(color: bool | None=None) -> bool | None:,"Internal helper to get the default value of the color flag.  If a value is passed it's returned unchanged, otherwise it's looked up from the current context."
2740,convert_type,"Summarize Python: def convert_type(ty: t.Any | None, default: t.Any | None=None) -> ParamType:","Find the most appropriate :class:`ParamType` for the given Python type. If the type isn't provided, it can be inferred from a default value."
2741,get_metavar,"Summarize Python: def get_metavar(self, param: Parameter, ctx: Context) -> str | None:",Returns the metavar default for this param if it provides one.
